transaction_id,date,hour,user_id,amount,transaction_type,city,operator,nb_transactions_24h,changement_localisation,appareil_different,is_fraud,fraud_type
TXN00012223,2024-11-18,17,user_775389050,49040.0,withdrawal,Dakar,Wave,0,0,0,0,normal
TXN00012224,2024-07-10,9,user_709420514,10583.0,transfer,Thiès,Wave,1,0,0,0,normal
TXN00012225,2024-08-22,13,user_758489530,12187.0,payment,Dakar,Wave,2,0,0,0,normal
TXN00012226,2024-09-07,6,user_706939158,9077.0,payment,Dakar,Wave,2,0,0,0,normal
TXN00012227,2024-10-06,8,user_701654157,15436.0,deposit,Thiès,Wizall,2,0,0,0,normal
TXN00012228,2024-10-06,8,user_773268836,41252.0,transfer,Dakar,Wizall,2,0,0,0,normal
TXN00012229,2024-09-02,16,user_755586563,36058.0,transfer,Dakar,Orange Money,2,0,0,0,normal
TXN00012230,2024-08-23,20,user_763510684,49105.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00012231,2024-11-08,9,user_764577436,50000.0,transfer,Dakar,Wave,1,0,0,0,normal
TXN00012232,2024-09-20,18,user_788924703,25425.0,payment,Dakar,Orange Money,2,0,0,0,normal
TXN00012233,2024-07-18,10,user_765523361,10377.0,payment,Touba,Wizall,0,0,0,0,normal
TXN00012234,2024-11-22,13,user_705157325,38843.0,withdrawal,Dakar,Wave,0,0,0,0,normal
TXN00012235,2024-08-26,17,user_757664388,30000.0,payment,Ziguinchor,Orange Money,1,0,0,0,normal
TXN00012236,2024-09-15,19,user_706924408,29516.0,transfer,Ziguinchor,Free Money,0,0,0,0,normal
TXN00012237,2024-07-27,13,user_752566328,7869.0,payment,Saint-Louis,Orange Money,2,0,0,0,normal
TXN00012238,2024-12-09,16,user_762965665,26615.0,payment,Thiès,Orange Money,2,0,0,0,normal
TXN00012239,2024-11-28,17,user_707711251,14316.0,transfer,Touba,Orange Money,1,0,0,0,normal
TXN00012240,2024-08-17,7,user_774959345,50000.0,transfer,Dakar,Wizall,0,0,0,0,normal
TXN00012241,2024-07-03,14,user_762316876,8898.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00012242,2024-12-17,16,user_764765724,40015.0,withdrawal,Dakar,Orange Money,0,0,0,0,normal
TXN00012243,2024-10-25,10,user_753730735,19137.0,transfer,Dakar,Orange Money,1,0,0,0,normal
TXN00012244,2024-11-05,8,user_775608971,22565.0,transfer,Ziguinchor,Wizall,2,0,0,0,normal
TXN00012245,2024-09-07,13,user_755573403,11237.0,transfer,Saint-Louis,Wave,0,0,0,0,normal
TXN00012246,2024-08-09,12,user_788664085,8732.0,withdrawal,Dakar,Wave,1,0,0,0,normal
TXN00012247,2024-07-07,10,user_755873004,40924.0,transfer,Kaolack,Wave,0,0,0,0,normal
TXN00012248,2024-07-12,9,user_765584424,33686.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00012249,2024-09-27,1,user_774913592,7540.0,payment,Dakar,Free Money,1,0,0,0,normal
TXN00012250,2024-11-14,13,user_775943561,33388.0,withdrawal,Dakar,Free Money,0,0,0,0,normal
TXN00012251,2024-11-10,12,user_752195239,2906.0,payment,Thiès,Orange Money,2,0,0,0,normal
TXN00012252,2024-12-05,14,user_778788812,24004.0,payment,Dakar,Free Money,0,0,0,0,normal
TXN00012253,2024-09-22,16,user_765306005,34814.0,transfer,Dakar,Free Money,0,0,0,0,normal
TXN00012254,2024-10-26,6,user_787945742,37054.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00012255,2024-10-26,11,user_779719744,11969.0,withdrawal,Thiès,Free Money,2,0,0,0,normal
TXN00012256,2024-10-26,13,user_708673695,28297.0,withdrawal,Thiès,Free Money,1,0,0,0,normal
TXN00012257,2024-11-06,6,user_776319888,50000.0,transfer,Dakar,Wave,1,0,0,0,normal
TXN00012258,2024-09-18,10,user_709885323,100000.0,withdrawal,Saint-Louis,Orange Money,1,0,0,0,normal
TXN00012259,2024-12-14,8,user_771935797,24843.0,transfer,Dakar,Orange Money,2,0,0,0,normal
TXN00012260,2024-11-05,16,user_708401391,14097.0,transfer,Dakar,Free Money,1,0,0,0,normal
TXN00012261,2024-12-17,23,user_769718931,73033.0,withdrawal,Thiès,Wave,0,0,0,0,normal
TXN00012262,2024-07-07,20,user_751968191,14221.0,transfer,Dakar,Orange Money,2,0,0,0,normal
TXN00012263,2024-09-23,10,user_768374026,10568.0,transfer,Dakar,Orange Money,2,0,0,0,normal
TXN00012264,2024-08-10,17,user_775688198,8918.0,transfer,Dakar,Wizall,1,0,0,0,normal
TXN00012265,2024-09-06,17,user_787682633,131802.0,deposit,Dakar,Wizall,1,0,0,0,normal
TXN00012266,2024-09-06,20,user_779382064,100000.0,withdrawal,Dakar,Orange Money,1,0,0,0,normal
TXN00012267,2024-11-09,18,user_753422498,24129.0,transfer,Thiès,Wizall,2,0,0,0,normal
TXN00012268,2024-07-06,11,user_762462797,30000.0,payment,Thiès,Wave,2,0,0,0,normal
TXN00012269,2024-12-08,23,user_761164692,92173.0,deposit,Dakar,Wave,1,0,0,0,normal
TXN00012270,2024-07-17,8,user_787467261,11070.0,transfer,Dakar,Wave,1,0,0,0,normal
TXN00012271,2024-10-05,8,user_767411985,11713.0,payment,Kaolack,Orange Money,2,0,0,0,normal
TXN00012272,2024-12-13,8,user_771631812,60382.0,deposit,Dakar,Wave,0,0,0,0,normal
TXN00012273,2024-12-23,10,user_766991787,89716.0,deposit,Dakar,Wave,0,0,0,0,normal
TXN00012274,2024-09-13,18,user_772180102,64821.0,deposit,Dakar,Orange Money,2,0,0,0,normal
TXN00012275,2024-08-18,21,user_765284192,31402.0,transfer,Dakar,Free Money,2,0,0,0,normal
TXN00012276,2024-09-08,18,user_761326813,17816.0,payment,Ziguinchor,Wave,1,0,0,0,normal
TXN00012277,2024-11-30,15,user_781081065,5352.0,payment,Kaolack,Wave,0,0,0,0,normal
TXN00012278,2024-09-12,8,user_764896669,40830.0,deposit,Dakar,Orange Money,0,0,0,0,normal
TXN00012279,2024-09-09,22,user_756938391,7592.0,payment,Kaolack,Orange Money,0,0,0,0,normal
TXN00012280,2024-10-17,12,user_752096600,3653.0,payment,Thiès,Wave,2,0,0,0,normal
TXN00012281,2024-10-17,21,user_784467952,30000.0,payment,Thiès,Orange Money,2,0,0,0,normal
TXN00012282,2024-12-08,17,user_789778944,50000.0,transfer,Thiès,Wave,1,0,0,0,normal
TXN00012283,2024-08-13,12,user_775809541,50000.0,transfer,Dakar,Wave,1,0,0,0,normal
TXN00012284,2024-11-21,8,user_751798227,11839.0,transfer,Touba,Orange Money,1,0,0,0,normal
TXN00012285,2024-11-12,2,user_701076672,16183.0,transfer,Ziguinchor,Orange Money,2,0,0,0,normal
TXN00012286,2024-09-09,16,user_777803292,16342.0,payment,Dakar,Wave,1,0,0,0,normal
TXN00012287,2024-12-12,18,user_755275197,100000.0,withdrawal,Thiès,Orange Money,0,0,0,0,normal
TXN00012288,2024-07-14,13,user_769698423,100000.0,withdrawal,Touba,Wave,0,0,0,0,normal
TXN00012289,2024-11-29,14,user_786506442,91336.0,withdrawal,Saint-Louis,Wave,2,0,0,0,normal
TXN00012290,2024-12-08,12,user_708303706,89101.0,deposit,Dakar,Wave,2,0,0,0,normal
TXN00012291,2024-10-09,19,user_764964243,37765.0,transfer,Dakar,Orange Money,1,0,0,0,normal
TXN00012292,2024-08-10,6,user_758531979,2567.0,transfer,Touba,Wave,2,0,0,0,normal
TXN00012293,2024-08-08,23,user_785708545,278560.0,payment,Dakar,Wave,2,0,0,1,compte_interne
TXN00012294,2024-07-22,16,user_785853906,27903.0,transfer,Ziguinchor,Orange Money,1,0,0,0,normal
TXN00012295,2024-09-14,9,user_775388055,100000.0,withdrawal,Kaolack,Wave,2,0,0,0,normal
TXN00012296,2024-08-27,14,user_702892545,116763.0,deposit,Dakar,Wave,0,0,0,0,normal
TXN00012297,2024-07-18,8,user_755984662,26458.0,transfer,Touba,Orange Money,0,0,0,0,normal
TXN00012298,2024-07-22,11,user_788141336,14838.0,payment,Dakar,Orange Money,2,0,0,0,normal
TXN00012299,2024-12-27,11,user_701283591,8015.0,transfer,Dakar,Wave,1,0,0,0,normal
TXN00012300,2024-10-17,8,user_706052053,83474.0,deposit,Dakar,Orange Money,1,0,0,0,normal
TXN00012301,2024-07-21,17,user_777214302,22775.0,payment,Dakar,Orange Money,0,0,0,0,normal
TXN00012302,2024-09-09,9,user_759851057,131974.0,deposit,Dakar,Wave,2,0,0,0,normal
TXN00012303,2024-08-02,14,user_764523842,44251.0,transfer,Ziguinchor,Free Money,2,0,0,0,normal
TXN00012304,2024-07-18,16,user_789188536,26494.0,payment,Thiès,Free Money,1,0,0,0,normal
TXN00012305,2024-11-12,23,user_708444367,20526.0,payment,Saint-Louis,Free Money,2,0,0,0,normal
TXN00012306,2024-08-27,12,user_781951622,13478.0,transfer,Dakar,Orange Money,1,0,0,0,normal
TXN00012307,2024-09-08,9,user_786618685,251119.0,transfer,Dakar,Free Money,2,1,0,1,compte_interne
TXN00012308,2024-09-16,6,user_756777340,39362.0,transfer,Dakar,Free Money,0,0,0,0,normal
TXN00012309,2024-07-31,16,user_767327479,35636.0,transfer,Dakar,Wizall,2,0,0,0,normal
TXN00012310,2024-08-16,18,user_777601390,75749.0,deposit,Thiès,Orange Money,0,0,0,0,normal
TXN00012311,2024-09-18,12,user_772106611,32217.0,transfer,Thiès,Wizall,2,0,0,0,normal
TXN00012312,2024-12-19,11,user_785219902,50000.0,transfer,Saint-Louis,Wave,2,0,0,0,normal
TXN00012313,2024-08-01,12,user_781630348,28274.0,withdrawal,Dakar,Wizall,0,0,0,0,normal
TXN00012314,2024-07-26,6,user_787735650,10420.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00012315,2024-08-28,21,user_786874500,51182.0,withdrawal,Dakar,Wave,0,0,0,0,normal
TXN00012316,2024-07-31,8,user_773709721,4541.0,transfer,Dakar,Orange Money,1,0,0,0,normal
TXN00012317,2024-10-12,20,user_776299812,56951.0,withdrawal,Kaolack,Orange Money,2,0,0,0,normal
TXN00012318,2024-12-23,4,user_786808201,21501.0,transfer,Touba,Wave,1,0,0,1,phishing
TXN00012319,2024-07-10,18,user_701421949,8904.0,transfer,Thiès,Wizall,2,0,0,0,normal
TXN00012320,2024-12-15,6,user_784269148,50000.0,transfer,Dakar,Wave,2,0,0,0,normal
TXN00012321,2024-07-03,7,user_701152412,19077.0,payment,Thiès,Free Money,1,0,0,0,normal
TXN00012322,2024-07-28,12,user_757221393,46023.0,transfer,Touba,Wave,1,0,0,0,normal
TXN00012323,2024-07-08,15,user_757371564,5937.0,payment,Dakar,Wave,1,0,0,0,normal
TXN00012324,2024-10-10,6,user_765535782,50000.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00012325,2024-10-21,9,user_775662680,100000.0,withdrawal,Dakar,Wave,2,0,0,0,normal
TXN00012326,2024-10-10,23,user_763893851,16824.0,transfer,Kaolack,Wave,0,0,0,0,normal
TXN00012327,2024-07-26,17,user_701313460,86781.0,withdrawal,Touba,Orange Money,1,0,0,0,normal
TXN00012328,2024-09-23,17,user_756146129,10095.0,transfer,Thiès,Wizall,1,0,0,0,normal
TXN00012329,2024-08-12,18,user_765628900,16948.0,transfer,Kaolack,Free Money,0,0,0,0,normal
TXN00012330,2024-12-02,19,user_767449227,15403.0,payment,Dakar,Orange Money,0,0,0,0,normal
TXN00012331,2024-08-21,15,user_754144020,14737.0,payment,Dakar,Wave,0,0,0,0,normal
TXN00012332,2024-07-09,19,user_785868694,15698.0,payment,Ziguinchor,Orange Money,1,0,0,0,normal
TXN00012333,2024-08-14,21,user_787860195,30982.0,transfer,Kaolack,Orange Money,1,0,0,0,normal
TXN00012334,2024-08-27,14,user_789620082,21479.0,transfer,Dakar,Wave,1,0,0,0,normal
TXN00012335,2024-10-27,12,user_769008423,15529.0,payment,Thiès,Free Money,0,0,0,0,normal
TXN00012336,2024-11-21,19,user_779845108,31077.0,transfer,Dakar,Free Money,1,0,0,0,normal
TXN00012337,2024-12-21,15,user_769439984,25836.0,transfer,Thiès,Wave,2,0,0,0,normal
TXN00012338,2024-11-05,13,user_774099652,100000.0,withdrawal,Dakar,Orange Money,2,0,0,0,normal
TXN00012339,2024-11-02,14,user_785212751,8432.0,payment,Touba,Wizall,0,0,0,0,normal
TXN00012340,2024-08-12,23,user_764824739,14550.0,transfer,Dakar,Wave,1,0,0,0,normal
TXN00012341,2024-10-28,8,user_709804312,18693.0,withdrawal,Saint-Louis,Orange Money,0,0,0,0,normal
TXN00012342,2024-09-20,8,user_764829750,24354.0,payment,Dakar,Orange Money,2,0,0,0,normal
TXN00012343,2024-09-18,16,user_769442639,245134.0,transfer,Saint-Louis,Wizall,1,1,1,1,sim_swap
TXN00012344,2024-10-19,10,user_772111042,200000.0,deposit,Dakar,Wizall,0,0,0,0,normal
TXN00012345,2024-12-01,6,user_759993271,12058.0,transfer,Thiès,Wave,1,0,0,0,normal
TXN00012346,2024-10-23,15,user_751265724,36572.0,withdrawal,Kaolack,Orange Money,2,1,0,1,phishing
TXN00012347,2024-11-26,12,user_762012204,17105.0,payment,Kaolack,Orange Money,1,0,0,0,normal
TXN00012348,2024-09-07,14,user_708065567,187738.0,deposit,Ziguinchor,Orange Money,0,0,0,0,normal
TXN00012349,2024-11-12,12,user_752427359,14042.0,transfer,Dakar,Wave,2,0,0,0,normal
TXN00012350,2024-09-19,8,user_709975504,7195.0,transfer,Dakar,Wave,1,0,0,0,normal
TXN00012351,2024-12-25,15,user_777829220,3280.0,transfer,Dakar,Wave,1,0,0,0,normal
TXN00012352,2024-08-12,11,user_759811471,13280.0,payment,Kaolack,Wave,1,0,0,0,normal
TXN00012353,2024-11-17,20,user_705485722,23455.0,transfer,Dakar,Orange Money,2,0,0,0,normal
TXN00012354,2024-11-23,17,user_705019180,6416.0,payment,Dakar,Wave,1,0,0,0,normal
TXN00012355,2024-07-23,10,user_701908116,24736.0,withdrawal,Kaolack,Free Money,0,0,0,0,normal
TXN00012356,2024-07-29,8,user_778951252,12998.0,payment,Dakar,Wave,2,0,0,0,normal
TXN00012357,2024-12-18,8,user_766993529,13435.0,transfer,Dakar,Wizall,0,0,0,0,normal
TXN00012358,2024-12-06,10,user_704496287,22627.0,transfer,Touba,Orange Money,0,0,0,0,normal
TXN00012359,2024-08-22,9,user_771960209,50000.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00012360,2024-09-28,11,user_704104255,91425.0,withdrawal,Ziguinchor,Free Money,0,0,0,0,normal
TXN00012361,2024-12-03,20,user_789510300,200000.0,deposit,Ziguinchor,Wave,1,0,0,0,normal
TXN00012362,2024-11-01,16,user_788106026,17488.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00012363,2024-07-08,13,user_755030924,47115.0,transfer,Touba,Wave,2,0,0,0,normal
TXN00012364,2024-12-25,0,user_777325627,22609.0,transfer,Dakar,Wave,1,0,0,0,normal
TXN00012365,2024-08-14,9,user_708183660,8258.0,payment,Saint-Louis,Orange Money,0,0,0,0,normal
TXN00012366,2024-11-16,12,user_708147380,4546.0,payment,Dakar,Orange Money,1,1,0,1,bypass_cash_in
TXN00012367,2024-09-30,19,user_751545899,15980.0,payment,Thiès,Wizall,1,0,0,0,normal
TXN00012368,2024-07-10,9,user_775406973,24283.0,transfer,Dakar,Free Money,0,0,0,0,normal
TXN00012369,2024-11-14,8,user_765409070,23787.0,payment,Dakar,Wave,2,0,0,0,normal
TXN00012370,2024-12-10,5,user_773268265,17820.0,transfer,Thiès,Orange Money,1,0,0,0,normal
TXN00012371,2024-12-16,12,user_767664093,8366.0,payment,Dakar,Wizall,2,0,0,0,normal
TXN00012372,2024-07-22,19,user_763268598,16678.0,transfer,Kaolack,Orange Money,2,0,0,0,normal
TXN00012373,2024-08-20,14,user_779821871,50000.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00012374,2024-07-10,16,user_751988811,36505.0,withdrawal,Ziguinchor,Wave,1,0,0,0,normal
TXN00012375,2024-07-01,13,user_775082427,45018.0,transfer,Saint-Louis,Orange Money,0,0,0,0,normal
TXN00012376,2024-12-02,10,user_772179102,35949.0,transfer,Dakar,Free Money,1,0,0,0,normal
TXN00012377,2024-12-24,20,user_758227161,27883.0,payment,Dakar,Orange Money,2,0,0,0,normal
TXN00012378,2024-10-21,2,user_777167951,47518.0,transfer,Ziguinchor,Wizall,0,0,0,0,normal
TXN00012379,2024-07-18,20,user_704740711,199207.0,deposit,Saint-Louis,Orange Money,2,0,0,0,normal
TXN00012380,2024-11-29,12,user_783954480,3071.0,transfer,Thiès,Free Money,0,0,0,0,normal
TXN00012381,2024-09-21,16,user_702735432,30000.0,payment,Touba,Wizall,0,0,0,0,normal
TXN00012382,2024-11-20,17,user_784937419,26084.0,payment,Thiès,Free Money,0,0,0,0,normal
TXN00012383,2024-07-31,12,user_769205525,95379.0,deposit,Kaolack,Free Money,0,0,0,0,normal
TXN00012384,2024-07-01,9,user_789350305,14704.0,transfer,Dakar,Free Money,0,0,0,0,normal
TXN00012385,2024-08-08,14,user_769768275,9702.0,transfer,Dakar,Wave,1,0,0,0,normal
TXN00012386,2024-11-25,15,user_703539041,5431.0,transfer,Kaolack,Wave,1,0,0,0,normal
TXN00012387,2024-11-21,8,user_777009438,37902.0,transfer,Touba,Wave,0,0,0,0,normal
TXN00012388,2024-10-29,10,user_778189168,63267.0,deposit,Dakar,Wave,2,0,0,0,normal
TXN00012389,2024-08-24,9,user_762548024,50000.0,transfer,Saint-Louis,Wizall,1,0,0,0,normal
TXN00012390,2024-09-23,13,user_759480065,27776.0,withdrawal,Dakar,Wave,2,0,0,0,normal
TXN00012391,2024-11-16,16,user_783362794,30000.0,payment,Saint-Louis,Wave,2,0,0,0,normal
TXN00012392,2024-12-01,16,user_766268426,14861.0,payment,Ziguinchor,Wave,1,0,0,0,normal
TXN00012393,2024-10-06,16,user_788682249,3786.0,transfer,Touba,Wizall,2,0,0,0,normal
TXN00012394,2024-12-24,11,user_782037381,9838.0,payment,Kaolack,Orange Money,0,0,0,0,normal
TXN00012395,2024-12-23,12,user_755343489,13213.0,payment,Dakar,Wave,2,0,0,0,normal
TXN00012396,2024-10-13,11,user_755204819,50000.0,transfer,Ziguinchor,Wizall,0,0,0,0,normal
TXN00012397,2024-08-22,8,user_775171563,16561.0,withdrawal,Dakar,Wave,1,0,0,0,normal
TXN00012398,2024-09-07,13,user_707767515,70638.0,deposit,Dakar,Free Money,2,0,0,0,normal
TXN00012399,2024-09-19,12,user_786395843,39263.0,transfer,Dakar,Free Money,1,0,0,0,normal
TXN00012400,2024-07-15,10,user_764428698,34745.0,withdrawal,Kaolack,Orange Money,0,0,0,0,normal
TXN00012401,2024-09-05,11,user_766700985,7869.0,transfer,Saint-Louis,Free Money,0,0,0,0,normal
TXN00012402,2024-11-06,17,user_761174777,17732.0,withdrawal,Ziguinchor,Wave,2,0,0,0,normal
TXN00012403,2024-11-30,7,user_786716160,23562.0,payment,Dakar,Orange Money,1,1,1,1,phishing
TXN00012404,2024-12-08,15,user_762441563,8143.0,payment,Dakar,Orange Money,2,0,0,0,normal
TXN00012405,2024-10-10,8,user_753384413,44236.0,withdrawal,Ziguinchor,Orange Money,1,0,0,0,normal
TXN00012406,2024-12-05,9,user_759012676,15034.0,transfer,Dakar,Free Money,0,0,0,0,normal
TXN00012407,2024-11-17,2,user_757275416,59693.0,transfer,Dakar,Free Money,1,1,1,1,phishing
TXN00012408,2024-07-24,23,user_706153455,30000.0,payment,Dakar,Wave,1,0,0,0,normal
TXN00012409,2024-08-31,20,user_706535749,32112.0,transfer,Thiès,Free Money,1,0,0,0,normal
TXN00012410,2024-11-08,8,user_778418843,16758.0,transfer,Saint-Louis,Free Money,2,0,0,0,normal
TXN00012411,2024-10-16,13,user_789397357,31843.0,withdrawal,Touba,Wave,1,0,0,0,normal
TXN00012412,2024-12-21,16,user_754120731,22739.0,transfer,Kaolack,Orange Money,2,0,0,0,normal
TXN00012413,2024-09-15,23,user_781734688,44426.0,transfer,Dakar,Wizall,1,0,1,1,phishing
TXN00012414,2024-10-11,8,user_778719445,48135.0,transfer,Dakar,Orange Money,1,0,0,0,normal
TXN00012415,2024-11-30,21,user_788178761,5543.0,transfer,Thiès,Orange Money,0,0,0,0,normal
TXN00012416,2024-10-17,16,user_779854765,79470.0,withdrawal,Ziguinchor,Orange Money,0,0,0,0,normal
TXN00012417,2024-09-10,4,user_706698454,50000.0,transfer,Dakar,Orange Money,2,0,0,0,normal
TXN00012418,2024-10-12,19,user_707555091,18525.0,withdrawal,Dakar,Orange Money,2,0,0,0,normal
TXN00012419,2024-11-12,14,user_773801073,34291.0,transfer,Dakar,Orange Money,1,0,0,0,normal
TXN00012420,2024-10-07,9,user_702983126,30000.0,payment,Dakar,Orange Money,0,0,0,0,normal
TXN00012421,2024-08-06,6,user_775556644,21278.0,transfer,Thiès,Wave,2,0,0,0,normal
TXN00012422,2024-10-10,12,user_703529053,10565.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00012423,2024-08-02,23,user_761614253,7921.0,payment,Dakar,Orange Money,2,0,0,0,normal
TXN00012424,2024-09-13,11,user_783324579,8791.0,transfer,Saint-Louis,Free Money,2,0,0,0,normal
TXN00012425,2024-12-29,14,user_774916504,40590.0,transfer,Dakar,Wizall,2,0,0,0,normal
TXN00012426,2024-07-10,10,user_777334741,27257.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00012427,2024-09-20,9,user_786324047,100000.0,withdrawal,Touba,Orange Money,2,0,0,0,normal
TXN00012428,2024-10-15,17,user_788908455,17353.0,withdrawal,Dakar,Wizall,0,0,0,0,normal
TXN00012429,2024-11-27,14,user_765830383,29050.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00012430,2024-09-12,15,user_709148340,34013.0,transfer,Dakar,Wave,2,0,0,0,normal
TXN00012431,2024-12-05,6,user_771023435,23557.0,payment,Saint-Louis,Wizall,0,0,0,0,normal
TXN00012432,2024-10-03,7,user_768342987,6951.0,transfer,Kaolack,Orange Money,2,0,0,0,normal
TXN00012433,2024-07-27,16,user_767994758,17621.0,transfer,Thiès,Wave,1,0,0,0,normal
TXN00012434,2024-11-22,10,user_774153740,28486.0,transfer,Dakar,Wave,1,0,0,0,normal
TXN00012435,2024-07-19,11,user_772460873,40900.0,withdrawal,Saint-Louis,Wave,1,0,0,0,normal
TXN00012436,2024-09-11,14,user_765281809,52763.0,withdrawal,Thiès,Free Money,2,0,0,0,normal
TXN00012437,2024-11-26,12,user_771034042,19020.0,payment,Saint-Louis,Free Money,2,0,0,0,normal
TXN00012438,2024-09-11,13,user_767247640,30931.0,deposit,Dakar,Orange Money,1,0,0,0,normal
TXN00012439,2024-11-20,17,user_777535309,2979.0,payment,Ziguinchor,Wave,1,0,0,0,normal
TXN00012440,2024-11-20,15,user_757342234,5138.0,payment,Dakar,Orange Money,1,0,0,0,normal
TXN00012441,2024-12-16,10,user_783066315,21360.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00012442,2024-09-25,20,user_772915131,200000.0,deposit,Dakar,Wizall,2,0,0,0,normal
TXN00012443,2024-11-19,12,user_779267508,22813.0,payment,Dakar,Orange Money,2,0,0,0,normal
TXN00012444,2024-12-02,17,user_767788325,21550.0,payment,Saint-Louis,Wave,1,0,0,0,normal
TXN00012445,2024-10-26,8,user_779240218,50000.0,transfer,Thiès,Orange Money,2,0,0,0,normal
TXN00012446,2024-09-14,10,user_777845054,11019.0,payment,Dakar,Orange Money,0,0,0,0,normal
TXN00012447,2024-08-03,15,user_786319616,100000.0,withdrawal,Ziguinchor,Orange Money,0,0,0,0,normal
TXN00012448,2024-07-17,18,user_775739835,9057.0,transfer,Saint-Louis,Orange Money,2,0,0,0,normal
TXN00012449,2024-08-21,7,user_754937559,30397.0,transfer,Dakar,Free Money,2,0,0,0,normal
TXN00012450,2024-08-11,9,user_703911408,77140.0,withdrawal,Thiès,Wave,0,0,0,0,normal
TXN00012451,2024-12-03,16,user_778571416,58168.0,withdrawal,Saint-Louis,Wave,0,0,0,0,normal
TXN00012452,2024-07-01,20,user_755847434,50000.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00012453,2024-08-12,12,user_704159154,30000.0,payment,Dakar,Free Money,2,0,0,0,normal
TXN00012454,2024-08-02,7,user_768154964,10718.0,payment,Thiès,Wave,1,0,0,0,normal
TXN00012455,2024-12-20,10,user_775679639,25683.0,withdrawal,Kaolack,Orange Money,1,0,0,0,normal
TXN00012456,2024-12-27,7,user_786832575,19781.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00012457,2024-12-23,8,user_787644679,7493.0,payment,Kaolack,Wave,2,0,0,0,normal
TXN00012458,2024-09-11,16,user_702775048,33294.0,withdrawal,Saint-Louis,Wave,0,0,0,0,normal
TXN00012459,2024-08-03,10,user_707632348,25830.0,transfer,Kaolack,Wizall,0,0,0,0,normal
TXN00012460,2024-09-24,14,user_771229433,25571.0,transfer,Thiès,Free Money,2,0,0,0,normal
TXN00012461,2024-09-17,14,user_782313140,25852.0,withdrawal,Kaolack,Orange Money,0,0,0,0,normal
TXN00012462,2024-10-01,9,user_781261877,59939.0,transfer,Thiès,Wave,2,1,1,1,phishing
TXN00012463,2024-07-10,14,user_762409305,56587.0,withdrawal,Dakar,Orange Money,1,0,0,0,normal
TXN00012464,2024-08-18,12,user_784284680,23392.0,transfer,Dakar,Free Money,2,0,0,0,normal
TXN00012465,2024-09-15,18,user_769688820,72773.0,deposit,Touba,Free Money,0,0,0,0,normal
TXN00012466,2024-08-12,23,user_775229816,22362.0,withdrawal,Kaolack,Orange Money,0,0,0,0,normal
TXN00012467,2024-12-09,6,user_756247026,100000.0,withdrawal,Dakar,Wave,0,0,0,0,normal
TXN00012468,2024-11-19,18,user_787550021,56190.0,deposit,Thiès,Orange Money,0,0,0,0,normal
TXN00012469,2024-12-07,15,user_751096478,21027.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00012470,2024-11-12,21,user_786951376,26653.0,payment,Thiès,Wave,0,0,0,0,normal
TXN00012471,2024-08-30,2,user_777661748,23270.0,transfer,Thiès,Wave,0,0,0,0,normal
TXN00012472,2024-09-06,7,user_785636382,75532.0,withdrawal,Thiès,Free Money,1,0,0,0,normal
TXN00012473,2024-11-02,8,user_769958536,25104.0,transfer,Dakar,Wizall,2,0,0,0,normal
TXN00012474,2024-07-08,17,user_783684656,16243.0,transfer,Thiès,Free Money,1,0,0,0,normal
TXN00012475,2024-09-08,10,user_707971437,84234.0,deposit,Dakar,Wizall,1,1,0,1,phishing
TXN00012476,2024-09-19,9,user_773438904,16344.0,transfer,Dakar,Wizall,2,0,0,0,normal
TXN00012477,2024-12-02,15,user_761173197,50000.0,transfer,Dakar,Wave,2,0,0,0,normal
TXN00012478,2024-07-13,12,user_753179270,32388.0,transfer,Thiès,Orange Money,2,0,0,0,normal
TXN00012479,2024-08-16,3,user_788847168,50000.0,transfer,Dakar,Wave,0,0,0,0,normal
TXN00012480,2024-07-29,7,user_708203783,23864.0,transfer,Thiès,Wave,2,0,0,0,normal
TXN00012481,2024-10-09,11,user_767914388,15840.0,transfer,Dakar,Orange Money,0,0,0,0,normal
TXN00012482,2024-10-23,23,user_772124792,50000.0,transfer,Dakar,Orange Money,2,0,0,0,normal
TXN00012483,2024-12-06,15,user_773361035,50000.0,transfer,Dakar,Free Money,2,0,0,0,normal
TXN00012484,2024-10-30,13,user_772140044,21209.0,payment,Dakar,Wave,2,0,0,0,normal
TXN00012485,2024-07-17,10,user_766677306,29835.0,transfer,Touba,Orange Money,0,0,0,0,normal
TXN00012486,2024-09-08,13,user_786822185,34344.0,transfer,Saint-Louis,Wave,2,0,0,0,normal
